ID,Name,Description,Eligibility,Deadline,Link,Link2,Type,,Subject,Degree,LstCountry,Country
2809,Business Strategy Internship,"Selected intern's day-to-day responsibilities include:Analyzing highly complex business problems, gaining insight into the opportunities inherent in those problems, recommending a path forward, and driving executionDocumenting strategic priorities and plans, emerging industry trends, expansion opportunities, competitive dynamics, and internal business performance improvementResearching, analyzing and recommending courses of action that directly contribute to tangible outcomesWorking on creating KPI (key performance indicators) for various categories like finance, marketing, HR, etc.Working on business strategical plans and doing research on the sameCreating themes for the KPIs in business strategyWorking with development and business team to guide and implement the approved proposalsDeveloping business presentations and documentation.Working with the top management in developing business strategiesPerforming market research and competitors researchCrafting the branding strategiesLeading the strategical and tactical execution of the finalized strategiesCan attend meetings daily for at least 1 hour in the evenings.",,8/23/2019,https://d8it4huxumps7.cloudfront.net/uploads/images/150x150/5c778e3310913_Capture.JPG,https://dare2compete.com/auth/login?returnUrl=%2Fcompetitions%2F81564%2Fregister,Internships,,All,All,All,Online
2810,2nd International Conference on Dental Health and Oral Hygiene,"Dental Conference on Dental Health and Oral Hygiene which is going to take place during September 05-06, 2019 in London, UK.Conference Highlights:Oral and Dental Health,Dental Ethics and Public Health,Dental Nursing,Orthodontics,Oral Hygiene, Dental Implant,Paediatric Dentistry,Case studies on Dental Health,Dental Sleep Medicine,Oral Cancer,Pregnancy and Dental Health,Fluoride and Dental Health,Restorative Dentistry,Endodontics, Prosthodontics, Digital dentistry,Case studies on Dental Health,Dental Anesthesiology,Forensic Dentistry, Special Needs Dentistry, Veterinary Dentistry..This conference focuses on the theme – Unveiling the Latest Advancement, Innovations Research on Dental Health and Oral Hygiene.",,9/6/2019,https://d8it4huxumps7.cloudfront.net/uploads/images/150x150/5c591932a6f74_Logo_Allied-01.png,http://dentalhealth.alliedacademies.com/,Internships,,All,All,All,United Kingdom
2811,BOLC Distance Learning Scholarships,"Brentwood Open Learning College is pleased to announce the new BOLC Distance Learning Scholarship scheme – designed to make learning more affordable for students all over the world. These exclusive scholarships range from £100 and £460 (Up to 80% of the course fee), in accordance with the needs and eligibility of the applicant.",,2/11/2019,https://d8it4huxumps7.cloudfront.net/uploads/images/150x150/5c626936d0e46_Brentwood-Open-Learning-College.png,https://www.bolc.co.uk/,"Scholarships, Admissions",,All,All,All,USA
2812,BREAD Conference on Behavioural Economics and Development,"The Bureau for Research and Economic Analysis of Development (BREAD) and the Mind and Behaviour Research Group at the Centre for the Study of African Economies (CSAE), University of Oxford, are pleased to announce a Conference on Behavioural Economics and Development that will be hosted at the University of Oxford from Wednesday 5 to Thursday 6 February 2020. The Scientific Organizers of the Conference are: Nava Ashraf (London School of Economics), Marcel Fafchamps (Stanford University), Kate Orkin (University of Oxford) and Simon Quinn (University of Oxford).",,9/20/2019,https://www.csae.ox.ac.uk/materials/BREAD2020_CFPsopen.png,https://www.csae.ox.ac.uk/bread-conference-2020/bread-conference-on-behavioural-economics-and-development,Conferences,,All,All,All,United Kingdom
2813,12th ASEF Journalists' Seminar (ASEFJS12) - Media Trust & Information in the Digital Age,"Following up on the theme of the 9th ASEF Editors’ Roundtable (ASEFERT9) - “Exploring the Battlefronts of 'Fake News': A Tripartite Approach to the Fight Against Misinformation” - the 12th ASEF Journalists’ Seminar (ASEFJS12) will continue along the same path by focusing on media trust and information. With the focus on the topic of misinformation in the recent past, there is an increasing demand for media sources that are trustworthy. This is exemplified by the numerous media literacy initiatives that have been launched by governments and civil society organisations around the world. On the other hand, journalists too have a role to play in the fight against dis- and misinformation, by equipping themselves with modern tools of fact-checking and social media verification.ASEFJS12 will therefore explore how a trust-based approach to reporting can be adopted and strengthened by news media organisations and journalists. This is to help shape positive perceptions among ASEM societies of the value that Asia-Europe relationships presents.",,9/16/2019,https://www.asef.org/images/Project%20Page%20Banner.jpg,https://www.asef.org/projects/themes/media/4714-asefjs12,Conferences,,Humanities and Social Sciences,All,All,Spain
2814,LOEWE Foundation Craft Prize ,"The LOEWE FOUNDATION launches the fourth edition of the LOEWE FOUNDATION Craft Prize, an international award celebrating excellence in craftsmanship. The LOEWE FOUNDATION seeks to recognize uniquely talented artisans whose artistic vision and will to innovate set new standards for the future of craft. The Prize for the winning entry is 50,000 euros. The shortlisted and winning works will feature in the exhibition and accompanying catalogue in Paris in Spring 2020.",,10/30/2019,http://craftprize.loewe.com/on/demandware.static/Sites-LOE_CP-Site/-/default/dw5c53e13d/images/logo-craft-prize.png,http://craftprize.loewe.com,Competitions,,All,All,All,France
2815,Winter Japan Culture Camp 2020,"Japan Culture Camp by AYFN is a cultural learning program designed to give an understanding on culture and social awareness for participants. This program enables participants to learn about Japanese culture in line with making a friend directly. This program is also an avenue to enhance knowledge and skill to face globalization. This is not student exchange, but youth and cultural exchange program.",Fully Funded,10/31/2019,https://ayfnhq.org/wp-content/uploads/2015/12/cropped-AYFN-Logo-1-300x120.jpg,https://ayfnhq.org/winter-japan-culture-camp-2020/,Summer/Winter Schools,,All,All,All,Japan
2816,2020 Jansky Fellowship Program at National Radio Astronomy Observatory,"The NRAO Jansky Fellowship Program provides numerous opportunities for early career scientists and engineers to acquire a deep knowledge and understanding of the state-of-the-art in radio astronomy and to establish themselves as innovative, independent research scientists and engineers. Jansky Fellows are encouraged to develop research collaborations with NRAO scientific staff, scientists at U.S. universities, and their colleagues in the international astronomical or instrumentation community. An annual, multi-day NRAO Postdoctoral Symposium fosters collaboration between Jansky Fellows and the Observatory’s scientific staff.",Fully Funded,11/1/2019,http://www.mladiinfo.eu/wp-content/uploads/bfi_thumb/nrao-396126r6qzcwfbprkqakg0.jpg,https://science.nrao.edu/opportunities/postdoctoral-programs/jansky?fbclid=IwAR3zdlrfFxllmLpGHG0OK1gsauj7o22_yEuyNkeNk_e8uc6DRReGQQ0qjIg,Fellowships,,Engineering and Technology,All,All,USA
2817,Asia Foundation Development Fellows Program 2020,"The Asia Foundation Development Fellows program is a dynamic and multifaceted learning program designed for highly talented Asian individuals, under age 40, to enhance their leadership skills, Asian development knowledge, professional networks, and international exposure. The program reflects the Foundation’s six-decade tradition of investing in the region’s most promising future leaders. The 2020 program will consist of two intensive modules, including two weeks in Asia and two weeks in the United States, allowing Fellows to stay in their current occupations during the Fellowship year.",Partially Funded,10/7/2019,https://cdn.muckrock.com/news_photos/2017/11/02/Asia-Found-logo-paint.png,https://asiafoundation.org/2019/08/19/2020-asia-foundation-development-fellows-program-now-accepting-applications/,"Fellowships, Grants",,All,All,All,Online
2818,Camelback Fellowship 2020 for Entrepreneurs in the US,"Applications for the Camelback Fellowship 2020 are now open. The Camelback Fellowship is a six-month program that supports the development of both founder and venture. Since 2015, Camelback has supported over 60 entrepreneurs of color and women (many of whom have been recognized in Forbes 30 Under 30, received fellowships such as Echoing Green and Richards Draper Kaplan, and collectively gone on to raise over $26 million). At this time, Camelback has three tracks: 1) Education, 2) Conscious Tech, and 3) Local Economies (formerly known as their “Good Jobs Initiative”). Camelback has created unique pathways for each track, and tailors curriculum and needs for each individual Fellow once they are accepted into the program. Education and Conscious Tech operate nationally and concurrently; Local Economies is based in New Orleans and features curriculum tailored for local businesses.",Partially Funded,9/16/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/Camelback-Fellowship-2020.jpg,https://app.wethrive.tech/camelback-ventures/register,Fellowships,,"Engineering and Technology, Management",All,USA,USA
2819,"Luce/ACLS Dissertation Fellowships in American Art 2020/2021 (Up to $40,000)","Applications are open for the Luce/ACLS Dissertation Fellowships in American Art 2020/2021. The Fellowships are designated for graduate students at any stage of PhD dissertation research or writing. Ten fellowships are available for a non-renewable, one-year term beginning between June and September 2020 for the 2020-21 academic year. The fellowships may be carried out in residence at the fellow’s home institution, abroad, or at another appropriate site for the research. The fellowships may not be used to defray tuition costs or be held concurrently with any other major fellowship or grant.",Partially Funded,10/23/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/Mellon-ACLS-Scholars-Society-Fellowship-Program-2020-2021.jpg,https://ofa.acls.org/,Fellowships,,Humanities and Social Sciences,Post Doctorate,USA,USA
2820,Co-Creation Hub (CcHub) Graduate Programme 2019 for Nigerians,"Applications are now open for the Co-Creation Hub (CcHub) Graduate Programme 2019. The CcHUB Graduate Programme is a 3-month paid immersive training programme for new and recent graduates looking to gain relevant first-hand professional experience, further improve their skills, and build expertise in their various fields. The programme has three categories:",Partially Funded,9/2/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/Co-Creation-Hub-CcHub-Graduate-Programme-2019.jpg,https://docs.google.com/forms/d/e/1FAIpQLSfcrO0VWx6fecTuMV60SF6Fu9Nq5YZrJCjbOmZtYchP6cqZvw/viewform,Fellowships,,Engineering and Technology,Bachelors,Nigeria,Nigeria
2821,"NVIDIA Graduate Fellowship Awards 2020-2021 for PhD students worldwide (up to $50,000)","Are you a doctoral student working in artificial intelligence, machine learning, autonomous vehicles or other related fields? Applications are open for the 19th annual NVIDIA Graduate Fellowship Program. They are seeking students doing outstanding GPU-based research. Their goal is to provide them with grants, mentors and technical support so they can help solve the world’s biggest research problems. NVIDIA has long believed that investing in university talent is beneficial to the industry and key to our continued growth and success. The NVIDIA Graduate Fellowship Program now provides funding in the amount of up to $50,000 per award to PhD students who are researching topics that will lead to major advances in the graphics and high-performance computing industries, and are investigating innovative ways of leveraging the power of the GPU. NVIDIA particularly invites submissions from students pushing the envelope in artificial intelligence, deep neural networks, autonomous vehicles, and related fields. They select up to ten students each year who have the talent, aptitude and initiative to work closely with us early in their careers. Recipients not only receive crucial funding for their research, but are able to conduct groundbreaking work with access to NVIDIA products, technology and some of the most talented minds in the field. They are inviting the next round of Fellows to join us for a summer internship prior to the start of their Fellowship year.",Partially Funded,9/13/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/NVIDIA-Graduate-Fellowship-Awards.jpeg,https://webportalapp.com/sp/nvidia_grad_fellow_2019_appl,Fellowships,,Engineering and Technology,Doctorate,All,Online
2822,UNESCO Global Education Monitoring (GEM) Report Fellowship Programme 2019 (Fully-funded to UNESCO HQ in Paris),"Applications are open for the UNESCO Global Education Monitoring (GEM) Report Fellowship Programme 2019. The GEM Report Fellowship programme, supported by Open Society Foundations, aims to strengthen the evidence base on education, particularly in emerging economies, build research capacity in education, and reinforce the links between research, policy, and practice in education. As such, the fellowships will be open to exceptional individuals who have quantitative research skills, demonstrate a potential for transformational impact in their domain, and share a commitment to provide more people with better educational opportunities. The GEM Report Fellowship programme will support academic researchers and research-oriented policy makers to carry out studies in the area of international and comparative education with a special focus on:",Partially Funded,9/29/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/UNESCO-Global-Education-Monitoring-GEM-Report-Fellowship-Programme-2019.png,https://en.unesco.org/gem-report/sites/gem-report/files/UNESCO_CV_Form.doc,Fellowships,,Humanities and Social Sciences,,All,Paris
2823,Magnum Foundation Photography and Social Justice Fellowship 2020 (Funded to New York),"Applications are open for the Magnum Foundation Photography and Social Justice Fellowship 2020. The Fellowship expands diversity and creativity in the field of documentary photography through capacity-building and critical explorations of photography and social change. Each year, the program supports a diverse, international group of Photography and Social Justice Fellows who are passionate about challenging injustice, pursuing social equality, and advancing human rights through photography. With New York City as a cultural resource, the program provides space for interdisciplinary experimentation, mentored project development, and cross-cultural, critical discourse at the intersection of photography and social justice. During the program, Fellows work on projects with support from Magnum Foundation mentors.",Partially Funded,10/15/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/Magnum-Foundation-Photography-and-Social-Justice-Fellowship-2020.png,https://magnumfoundation.submittable.com/submit/144445/2020-photography-and-social-justice-fellowship,Fellowships,,All,All,All,USA
2824,"Mellon/ACLS Scholars & Society Fellowship Program 2020/2021 (Stipend of $75,000)","Applications for the Mellon/ACLS Scholars & Society Fellowship Program 2020/2021 are now open. The Mellon/ACLS Scholars & Society program aims to amplify the broad potential of doctoral education in the humanities by supporting doctoral faculty as they pursue publicly engaged scholarship and advocate for diverse professional pathways for emerging PhDs. The program offers opportunities for faculty with full-time appointments in PhD-granting humanities departments or programs in the United States to engage significant societal questions in their research, serve as ambassadors for humanities scholarship beyond the academy, and deepen their support for innovations in doctoral education on their campuses. The goal of the fellowship year should be to conduct a major research project in the humanities or humanistic social sciences that treats a significant issue or grand challenge in society—such as democratic governance, technological change, racism, climate change, economic inequality, or migration and immigration, to name a few possibilities. The program supports projects at all stages of development, and welcomes applications that propose to deepen or expand existing research projects as well as those that propose new projects. While projects should be informed by present-day issues in the public sphere, they need not be contemporary in focus. Indeed, it is assumed that the insights yielded by humanities research focused on earlier time periods can inform work on contemporary challenges.",Partially Funded,10/23/2019,https://opportunitydesk.org/wp-content/uploads/2019/08/Mellon-ACLS-Scholars-Society-Fellowship-Program-2020-2021.jpg,https://ofa.acls.org/,Fellowships,,Humanities and Social Sciences,Post Doctorate,USA,USA
